card_1,card_2,usage_count,win_rate_percent
Goblin Hut,Three Musketeers,92,42.39
Phoenix,Three Musketeers,92,40.22
Miner,Three Musketeers,92,51.09
Electro Giant,Goblin Curse,92,45.65
Cannon Cart,Poison,92,39.13
Elixir Collector,Hunter,92,53.26
Cannon Cart,Executioner,92,47.83
Heal Spirit,Ice Golem,92,36.96
Bomb Tower,Goblin Drill,91,50.55
Balloon,Rune Giant,91,57.14
Goblins,Zappies,91,52.75
Flying Machine,Hunter,91,30.77
Giant Skeleton,Goblin Machine,91,43.96
Fire Spirit,Mother Witch,90,43.33
Bowler,Goblin Cage,90,43.33
Clone,Mega Minion,90,44.44
Battle Healer,Electro Giant,90,47.78
Bomb Tower,Bowler,90,57.78
Goblin Drill,Tombstone,90,46.67
Cannon Cart,Royal Delivery,90,46.67
Cannon Cart,Musketeer,90,52.22
Rascals,Suspicious Bush,90,57.78
Fisherman,Giant,89,46.07
Clone,Monk,89,43.82
Little Prince,Void,89,55.06
Mother Witch,Phoenix,89,40.45
Goblin Machine,Skeleton Barrel,89,44.94
Mighty Miner,Zappies,89,51.69
Berserker,Cannon Cart,89,46.07
Monk,Rocket,89,47.19
Heal Spirit,Ice Wizard,88,45.45
Archer Queen,Mother Witch,88,45.45
Bomb Tower,Three Musketeers,88,45.45
Cannon Cart,Inferno Dragon,87,52.87
Archer Queen,Goblin Drill,87,42.53
Fire Spirit,Monk,87,55.17
Elixir Collector,Goblins,87,45.98
Goblin Machine,Lava Hound,87,29.89
Barbarian Hut,Vines,87,51.72
Three Musketeers,Tombstone,87,48.28
Battle Ram,Night Witch,86,52.33
Electro Spirit,Goblin Demolisher,86,50.0
Tesla,Three Musketeers,86,56.98
Battle Healer,Goblin Giant,86,32.56
Cannon Cart,Tornado,86,50.0
Minion Horde,Void,85,36.47
Elixir Collector,Giant Snowball,85,36.47
Flying Machine,Minion Horde,85,44.71
Barbarian Hut,Knight,85,54.12
Battle Ram,Rascals,85,41.18
Fisherman,Rocket,85,45.88
Goblin Cage,Heal Spirit,85,57.65
Archer Queen,Clone,85,49.41
Goblin Demolisher,Minion Horde,85,49.41
Goblin Giant,Mighty Miner,85,49.41
Bowler,Goblin Machine,85,35.29
Battle Healer,Wall Breakers,84,52.38
Goblin Machine,Royal Delivery,84,51.19
Electro Dragon,Three Musketeers,84,45.24
Elite Barbarians,Void,83,53.01
Minion Horde,Monk,83,48.19
Flying Machine,Goblin Giant,83,51.81
Little Prince,Skeleton Dragons,83,51.81
Mega Minion,Royal Delivery,83,44.58
Goblin Drill,Minion Horde,83,39.76
Goblin Drill,Goblin Giant,83,27.71
Golem,Heal Spirit,82,47.56
Giant Skeleton,Spirit Empress,82,58.54
Barbarian Hut,Miner,82,42.68
Giant Skeleton,Heal Spirit,82,54.88
Heal Spirit,Spear Goblins,82,24.39
Barbarian Hut,Golem,82,36.59
Elixir Collector,Magic Archer,82,48.78
Goblin Machine,Rune Giant,82,25.61
Phoenix,Wall Breakers,81,51.85
Battle Ram,Electro Giant,81,53.09
Heal Spirit,Royal Giant,81,46.91
Giant Skeleton,Goblinstein,81,51.85
Mega Minion,Mighty Miner,81,54.32
Musketeer,Spirit Empress,81,54.32
Furnace,Void,81,37.04
Cannon Cart,Rage,81,61.73
Monk,Royal Recruits,81,49.38
Giant,Royal Delivery,81,50.62
Goblin Machine,Inferno Tower,80,46.25
Goblin Machine,Little Prince,80,60.0
Goblin Demolisher,Goblinstein,80,62.5
Goblin Giant,Ram Rider,80,45.0
Goblin Drill,Miner,80,33.75
Goblin Drill,Goblin Machine,80,28.75
Mortar,Suspicious Bush,80,51.25
Archer Queen,Goblins,80,52.5
Archer Queen,Bomb Tower,79,50.63
Fire Spirit,Night Witch,79,48.1
Lava Hound,Skeleton Barrel,79,39.24
Freeze,Goblin Drill,79,36.71
Electro Giant,Spirit Empress,79,49.37
Berserker,Fisherman,79,43.04
Miner,Monk,79,50.63
Clone,Goblinstein,79,41.77
Goblin Demolisher,Royal Hogs,79,45.57
Goblin Demolisher,Goblin Machine,79,29.11
Earthquake,Goblin Cage,79,55.7
Flying Machine,Graveyard,79,29.11
Barbarian Hut,Minions,78,25.64
Elixir Golem,Ice Golem,78,41.03
Elixir Collector,Tombstone,78,34.62
Flying Machine,Ice Wizard,78,42.31
Elixir Collector,Graveyard,78,43.59
Cannon Cart,Elite Barbarians,78,50.0
Battle Healer,X-Bow,78,56.41
Battle Healer,Mortar,78,51.28
Cannon Cart,Mirror,78,57.69
Minion Horde,Rune Giant,78,30.77
Bomber,Rune Giant,78,51.28
Goblin Machine,Suspicious Bush,78,38.46
Earthquake,Monk,77,51.95
Fisherman,X-Bow,77,50.65
Royal Giant,Void,77,40.26
Cannon Cart,Wall Breakers,77,53.25
Goblin Machine,Spear Goblins,77,49.35
Inferno Tower,Phoenix,77,58.44
Bandit,Phoenix,77,40.26
Berserker,Flying Machine,77,51.95
Mortar,X-Bow,76,21.05
Berserker,Electro Giant,76,50.0
Elixir Golem,Phoenix,76,46.05
Heal Spirit,Miner,76,44.74
Bowler,X-Bow,76,55.26
Royal Delivery,Skeleton Dragons,76,56.58
Tombstone,Void,76,47.37
Fisherman,Skeleton Dragons,76,47.37
Freeze,Rune Giant,75,45.33
Giant Snowball,Void,75,44.0
Earthquake,Sparky,75,52.0
Bomb Tower,Clone,75,46.67
Barbarian Barrel,Void,75,50.67
Elixir Collector,Wall Breakers,75,41.33
Giant,Mighty Miner,75,46.67
Rune Giant,Three Musketeers,75,28.0
Barbarians,Cannon Cart,75,52.0
Ram Rider,Rune Giant,75,38.67
Goblin Cage,Rascals,75,52.0
Goblin Machine,Royal Giant,75,46.67
Ice Spirit,Lava Hound,74,37.84
Goblin Gang,Phoenix,74,55.41
Goblin Machine,Tombstone,74,55.41
Earthquake,Golem,74,55.41
Barbarian Hut,Princess,74,52.7
Fisherman,Ice Golem,74,43.24
Barbarian Hut,Guards,74,52.7
Flying Machine,Rage,74,48.65
Balloon,Goblin Demolisher,74,51.35
Clone,X-Bow,74,35.14
Goblin Hut,Heal Spirit,74,21.62
Phoenix,Royal Hogs,73,56.16
Lumberjack,Three Musketeers,73,50.68
Cannon Cart,Ram Rider,73,57.53
Battle Healer,Mighty Miner,73,56.16
Flying Machine,Night Witch,73,56.16
Barbarian Hut,The Log,73,39.73
Heal Spirit,Inferno Tower,73,56.16
Barbarian Hut,Lumberjack,73,63.01
Goblin Giant,Night Witch,73,56.16
Goblin Machine,Lightning,73,41.1
Goblin Curse,Rascals,73,54.79
Cannon Cart,Flying Machine,73,57.53
Night Witch,Royal Hogs,73,53.42
Bowler,Rascals,72,48.61
Goblin Machine,Goblins,72,29.17
Elixir Collector,Rocket,72,44.44
Vines,Void,72,36.11
Archers,Barbarian Hut,72,54.17
Earthquake,Fisherman,72,54.17
Lava Hound,Void,72,40.28
Inferno Tower,Void,72,51.39
Bowler,Flying Machine,72,47.22
Goblin Cage,Spirit Empress,72,61.11
Ice Golem,Rascals,72,40.28
Clone,Fisherman,72,40.28
Flying Machine,Tornado,72,50.0
Clone,Electro Giant,72,40.28
Little Prince,Rascals,72,69.44
Barbarian Hut,Freeze,71,42.25
Elite Barbarians,Goblin Demolisher,71,45.07
Flying Machine,Mighty Miner,71,47.89
Golem,Mortar,71,45.07
Battle Healer,Goblins,71,47.89
Inferno Tower,Lava Hound,71,47.89
Earthquake,Tornado,71,36.62
Skeleton Barrel,Void,70,48.57
Berserker,Earthquake,70,40.0
Ice Wizard,Rune Giant,70,45.71
Phoenix,Rocket,70,48.57
Minions,Rune Giant,70,47.14
Elixir Golem,Goblin Drill,70,54.29
Cannon Cart,Minion Horde,70,52.86
Lava Hound,Ram Rider,70,40.0
Night Witch,Void,70,48.57
Graveyard,Mortar,69,43.48
Goblin Curse,Three Musketeers,69,40.58
Lava Hound,Suspicious Bush,69,17.39
Bowler,Goblin Giant,69,49.28
Elixir Collector,Goblin Curse,69,43.48
Archer Queen,Flying Machine,69,47.83
Elixir Golem,Rune Giant,69,28.99
Cannon Cart,Magic Archer,69,52.17
Barbarian Hut,Firecracker,69,47.83
Bandit,Lava Hound,69,53.62
Dark Prince,Void,69,43.48
Goblinstein,Rocket,69,56.52
Void,Wall Breakers,69,46.38
Mother Witch,Void,69,43.48
Earthquake,Royal Recruits,68,45.59
Battle Healer,Rune Giant,68,54.41
Lava Hound,Prince,68,52.94
Goblin Giant,Rune Giant,67,17.91
Lumberjack,Rune Giant,67,44.78
Earthquake,Electro Giant,67,55.22
Battle Healer,Goblin Machine,67,41.79
Ice Golem,Monk,67,43.28
Battle Ram,Phoenix,67,53.73
Mega Minion,X-Bow,67,47.76
Goblin Hut,Suspicious Bush,67,49.25
Elixir Golem,Goblins,67,35.82
Little Prince,Phoenix,67,55.22
Royal Hogs,Spirit Empress,66,48.48
Heal Spirit,Lava Hound,66,15.15
Goblin Machine,Graveyard,66,45.45
Barbarian Hut,Giant,66,42.42
Barbarian Hut,Rage,66,54.55
Fire Spirit,Goblinstein,66,45.45
Ice Wizard,Three Musketeers,66,46.97
Graveyard,X-Bow,66,40.91
Barbarian Hut,Graveyard,66,57.58
Earthquake,X-Bow,66,42.42
Ice Wizard,Void,65,49.23
Giant Skeleton,Void,65,44.62
Archer Queen,Bowler,65,53.85
Freeze,Goblin Machine,65,38.46
Cannon Cart,Electro Spirit,65,55.38
Goblin Machine,Goblinstein,65,27.69
Tornado,Void,65,40.0
Elixir Golem,Goblin Demolisher,65,44.62
Lava Hound,Skeleton King,65,49.23
Hog Rider,Lava Hound,65,35.38
Goblin Cage,Phoenix,64,60.94
Flying Machine,Rune Giant,64,28.12
Bomb Tower,Heal Spirit,64,39.06
Battle Healer,Zappies,64,35.94
Sparky,Void,64,45.31
Bomb Tower,Rune Giant,64,31.25
Goblin Giant,Graveyard,64,50.0
Furnace,Phoenix,64,64.06
Freeze,Spirit Empress,64,51.56
Mortar,Phoenix,64,54.69
Mother Witch,Suspicious Bush,64,48.44
Battle Healer,Goblinstein,64,50.0
Goblin Machine,Mighty Miner,64,51.56
Bowler,Goblinstein,64,50.0
Lava Hound,Royal Ghost,64,39.06
Giant Snowball,Rune Giant,63,49.21
Phoenix,Royal Delivery,63,61.9
Rune Giant,Skeleton Barrel,63,42.86
Electro Giant,Graveyard,63,46.03
Goblin Demolisher,Skeleton Barrel,63,47.62
Bomb Tower,Spirit Empress,63,53.97
Goblin Demolisher,Tombstone,63,58.73
Clone,Rascals,63,28.57
Cannon Cart,Elixir Golem,62,22.58
Goblin Hut,Goblin Machine,62,40.32
Cannon Cart,Giant Skeleton,62,56.45
Goblins,Monk,62,51.61
Ice Golem,Phoenix,61,55.74
Furnace,Rune Giant,61,45.9
Goblins,Heal Spirit,61,32.79
Earthquake,Mega Minion,61,50.82
Fisherman,Goblin Drill,61,49.18
Barbarian Hut,Electro Wizard,61,49.18
Musketeer,Void,61,54.1
Electro Giant,Giant,61,19.67
Mother Witch,Rascals,61,45.9
Earthquake,Mirror,60,41.67
Electro Giant,Heal Spirit,60,55.0
Berserker,Goblin Demolisher,60,48.33
Cannon Cart,Clone,60,45.0
Elixir Collector,Miner,60,58.33
Suspicious Bush,X-Bow,60,26.67
Cannon Cart,Goblinstein,60,55.0
Fisherman,Goblins,60,48.33
Bowler,Spirit Empress,60,55.0
Flying Machine,Rascals,60,53.33
Goblinstein,Rascals,60,50.0
Night Witch,Spirit Empress,60,35.0
Lightning,Rascals,60,43.33
Fireball,Void,60,25.0
Rascals,Skeleton Dragons,59,55.93
Lava Hound,Mother Witch,59,38.98
Magic Archer,Three Musketeers,59,44.07
Battle Ram,Earthquake,59,44.07
Flying Machine,Suspicious Bush,59,22.03
Electro Dragon,Void,59,37.29
Graveyard,Rune Giant,59,28.81
Flying Machine,Mirror,59,52.54
Archer Queen,Void,58,56.9
Berserker,Night Witch,58,55.17
Rocket,Spirit Empress,58,50.0
Boss Bandit,Cannon Cart,58,46.55
Goblin Drill,Royal Giant,58,46.55
Mother Witch,Three Musketeers,58,44.83
Furnace,Goblin Demolisher,58,50.0
Fire Spirit,Phoenix,58,22.41
Ice Wizard,Lava Hound,58,46.55
Clone,Lightning,58,36.21
Earthquake,Rocket,57,24.56
Goblins,Night Witch,57,43.86
Flying Machine,Sparky,57,47.37
Archer Queen,Goblin Giant,57,56.14
Goblins,Mother Witch,57,56.14
Elixir Collector,Little Prince,57,49.12
Battle Healer,Spirit Empress,57,35.09
Rascals,Tornado,57,28.07
Phoenix,Rune Giant,57,29.82
Mega Minion,Rascals,57,50.88
Battle Healer,Flying Machine,57,40.35
Royal Recruits,Spirit Empress,57,42.11
Little Prince,Rune Giant,57,45.61
Heal Spirit,Minion Horde,57,50.88
Lava Hound,Musketeer,57,57.89
Poison,Rune Giant,56,55.36
Cannon Cart,Goblin Hut,56,57.14
Bomber,Void,56,48.21
Goblin Demolisher,Mirror,56,37.5
Mega Minion,Three Musketeers,56,51.79
Goblin Demolisher,Lightning,56,42.86
Earthquake,Goblinstein,56,62.5
Electro Dragon,Rune Giant,56,51.79
Heal Spirit,Tombstone,56,53.57
Goblin Machine,Ice Golem,56,58.93
Barbarian Hut,Tesla,55,23.64
Goblin Machine,Phoenix,55,41.82
Cannon Cart,Electro Dragon,55,45.45
Cannon Cart,Lightning,55,43.64
Archer Queen,Golem,55,50.91
Goblin Demolisher,Ice Golem,55,45.45
Barbarian Hut,Bomber,55,49.09
Clone,Goblin Giant,55,41.82
Goblin Drill,Royal Hogs,54,51.85
Lava Hound,Royal Hogs,54,37.04
Barbarian Hut,Executioner,54,44.44
Barbarian Hut,Sparky,54,44.44
Hunter,Night Witch,54,38.89
Monk,Suspicious Bush,54,44.44
Bomb Tower,Rascals,53,52.83
Minion Horde,Phoenix,53,60.38
Barbarian Hut,Berserker,53,41.51
Battle Ram,Goblin Demolisher,53,43.4
Night Witch,Rocket,53,47.17
Barbarian Hut,Skeletons,53,28.3
Goblin Demolisher,Little Prince,53,62.26
Earthquake,Freeze,52,13.46
Bowler,Earthquake,52,44.23
Mighty Miner,Night Witch,52,57.69
Barbarian Hut,Electro Spirit,52,38.46
Phoenix,Suspicious Bush,52,26.92
Giant,Rune Giant,52,21.15
Archer Queen,Skeleton Dragons,52,51.92
Goblin Giant,Monk,52,55.77
Giant,Suspicious Bush,52,28.85
Archer Queen,Hunter,52,71.15
Fire Spirit,Goblin Machine,51,47.06
Goblinstein,Zappies,51,62.75
Giant Skeleton,Goblin Demolisher,51,49.02
Barbarian Hut,Spear Goblins,51,37.25
Barbarian Hut,Elixir Golem,51,45.1
Miner,Rune Giant,51,37.25
Golden Knight,Rune Giant,50,56.0
Heal Spirit,Monk,50,60.0
Goblin Demolisher,Skeleton Dragons,50,48.0
Goblin Demolisher,Musketeer,50,58.0
Goblin Drill,Ram Rider,50,46.0
Goblins,Goblinstein,49,51.02
Giant,Rascals,49,48.98
Rune Giant,Spear Goblins,49,53.06
Cannon Cart,Fire Spirit,49,57.14
Cannon Cart,Prince,49,46.94
Night Witch,Royal Recruits,49,53.06
Earthquake,Graveyard,49,34.69
Heal Spirit,Skeleton Dragons,49,48.98
Goblinstein,Hunter,49,44.9
Lava Hound,Rocket,48,22.92
Balloon,Goblin Drill,48,47.92
Goblin Demolisher,Magic Archer,48,31.25
Goblin Demolisher,Minions,48,43.75
Cannon Cart,Goblin Machine,48,18.75
Clone,Goblin Machine,48,43.75
Ice Golem,Night Witch,48,58.33
Goblin Demolisher,Spirit Empress,48,35.42
Goblinstein,Ice Golem,48,45.83
Elixir Collector,Royal Delivery,48,37.5
Battle Healer,Royal Delivery,48,41.67
Barbarian Hut,Ice Spirit,48,25.0
Electro Giant,Rascals,48,45.83
Cannon Cart,Graveyard,47,48.94
Monk,Three Musketeers,47,55.32
Night Witch,Royal Delivery,47,55.32
Goblin Machine,Tornado,47,46.81
Rocket,Rune Giant,47,46.81
Earthquake,Rascals,47,36.17
Monk,X-Bow,47,38.3
Mortar,Three Musketeers,47,29.79
Elite Barbarians,Rune Giant,46,34.78
Freeze,Goblin Demolisher,46,52.17
Goblin Demolisher,Mother Witch,46,39.13
Bomb Tower,Fisherman,46,43.48
Hunter,Rune Giant,46,36.96
Goblin Drill,Spirit Empress,46,26.09
Boss Bandit,Rune Giant,46,32.61
Mighty Miner,Three Musketeers,46,39.13
Heal Spirit,Night Witch,46,50.0
Heal Spirit,Little Prince,45,53.33
Giant,X-Bow,45,44.44
Rune Giant,Tombstone,45,48.89
Goblin Cage,Night Witch,45,62.22
Magic Archer,Rune Giant,45,37.78
Bandit,Goblin Demolisher,45,62.22
Fire Spirit,Rascals,44,56.82
Heal Spirit,Rocket,44,25.0
Electro Giant,Mortar,44,65.91
Battle Ram,Lava Hound,44,18.18
Goblin Demolisher,Rocket,44,47.73
Archer Queen,Suspicious Bush,44,52.27
Flying Machine,Little Prince,44,52.27
Skeleton King,Three Musketeers,44,43.18
Lava Hound,Spear Goblins,43,53.49
Battle Healer,Void,43,46.51
Lava Hound,Rune Giant,43,18.6
Suspicious Bush,Void,43,37.21
Earthquake,Elixir Golem,43,34.88
Clone,Mortar,43,51.16
Goblin Demolisher,Ram Rider,43,48.84
Heal Spirit,Mighty Miner,43,46.51
Electro Giant,Monk,43,48.84
Goblin Machine,Royal Hogs,43,58.14
Boss Bandit,Goblin Demolisher,43,48.84
Goblinstein,Mega Minion,42,50.0
Lava Hound,Night Witch,42,40.48
Fisherman,Goblin Demolisher,42,45.24
Archer Queen,Goblin Machine,42,50.0
Earthquake,Goblin Curse,42,35.71
Barbarian Hut,Giant Snowball,42,54.76
Mother Witch,X-Bow,42,38.1
Goblin Demolisher,Royal Delivery,41,36.59
Electro Giant,Goblin Machine,41,36.59
Goblin Machine,Three Musketeers,41,21.95
Suspicious Bush,Tornado,41,46.34
Elixir Collector,Goblin Hut,41,34.15
Cannon Cart,Mega Minion,41,56.1
Barbarian Hut,Ram Rider,41,34.15
Bomb Tower,Goblinstein,41,41.46
Monk,Void,41,36.59
Cannon Cart,Sparky,41,58.54
Spear Goblins,Spirit Empress,41,43.9
Heal Spirit,X-Bow,41,14.63
Clone,Earthquake,40,50.0
Fisherman,Heal Spirit,40,45.0
Phoenix,Vines,40,50.0
Rune Giant,Skeleton Dragons,40,52.5
Hunter,Suspicious Bush,40,60.0
Goblin Machine,Poison,40,40.0
Earthquake,Goblin Drill,40,22.5
Giant Skeleton,Monk,39,53.85
Goblin Hut,Lava Hound,39,53.85
Elixir Golem,Mortar,39,41.03
Monk,Zappies,39,48.72
Fire Spirit,Void,39,41.03
Night Witch,Suspicious Bush,39,46.15
Earthquake,Goblin Giant,39,38.46
Goblin Cage,Three Musketeers,39,58.97
Giant Snowball,Phoenix,39,53.85
Elixir Collector,Zappies,39,48.72
Spirit Empress,Void,39,51.28
Cannon Cart,Hunter,39,53.85
Bomb Tower,Lava Hound,39,48.72
Monk,Royal Hogs,39,46.15
Cannon Cart,Inferno Tower,38,52.63
Earthquake,Minion Horde,38,44.74
Barbarian Hut,Suspicious Bush,38,13.16
Elixir Collector,Rascals,38,50.0
Earthquake,Night Witch,38,65.79
Barbarian Hut,Magic Archer,38,52.63
Elixir Collector,Goblin Giant,38,26.32
Goblin Drill,Heal Spirit,38,15.79
Goblin Drill,Suspicious Bush,37,45.95
Lava Hound,Poison,37,59.46
Hunter,Void,37,51.35
Goblin Drill,Monk,37,48.65
Earthquake,Lightning,37,32.43
Barbarian Hut,Mother Witch,37,59.46
Barbarian Hut,Goblins,37,40.54
Elixir Collector,Royal Hogs,37,37.84
Mighty Miner,Skeleton Dragons,37,70.27
Goblin Hut,Rune Giant,37,48.65
Lava Hound,Zappies,36,55.56
Earthquake,Zappies,36,44.44
Cannon Cart,Royal Giant,36,50.0
Balloon,Cannon Cart,36,58.33
Bomb Tower,Monk,36,44.44
Fisherman,Suspicious Bush,36,41.67
Electro Giant,Skeleton Dragons,36,50.0
Elixir Collector,Ram Rider,36,47.22
Cannon Cart,Goblins,36,50.0
Goblin Cage,Rune Giant,36,55.56
Bomb Tower,Elixir Collector,36,61.11
Barbarian Hut,Electro Dragon,36,33.33
Giant Skeleton,Rune Giant,35,37.14
Goblin Demolisher,Mighty Miner,35,42.86
Lightning,Void,35,37.14
Goblin Demolisher,Inferno Tower,35,62.86
Elixir Golem,Three Musketeers,35,40.0
Heal Spirit,Ram Rider,35,42.86
Giant,Goblin Drill,35,45.71
Golem,Rascals,35,42.86
Freeze,Phoenix,35,45.71
Giant Skeleton,Lava Hound,35,57.14
Barbarian Hut,Fire Spirit,35,37.14
Elite Barbarians,Lava Hound,35,45.71
Barbarian Barrel,Lava Hound,35,54.29
Goblin Drill,Three Musketeers,35,54.29
Giant,Goblin Giant,34,35.29
Barbarian Hut,Clone,34,38.24
Battle Healer,Rascals,34,38.24
Archer Queen,Spirit Empress,34,41.18
Earthquake,Giant,34,35.29
Barbarian Hut,Ice Golem,34,32.35
Earthquake,Skeleton Dragons,34,35.29
Flying Machine,X-Bow,33,27.27
Lava Hound,Mighty Miner,33,51.52
Golden Knight,Lava Hound,33,27.27
Bowler,Skeleton Dragons,33,30.3
Heal Spirit,Skeleton Barrel,33,57.58
Battle Healer,Fisherman,33,45.45
Freeze,Void,33,21.21
Rascals,X-Bow,33,36.36
Cannon Cart,Goblin Cage,33,48.48
Bomb Tower,Night Witch,33,48.48
Earthquake,Elixir Collector,33,63.64
Goblin Drill,Mega Minion,33,42.42
Cannon Cart,Ice Golem,33,45.45
Cannon Cart,Golem,33,33.33
Goblin Demolisher,Graveyard,33,54.55
Cannon Cart,Mighty Miner,32,78.12
Royal Recruits,Void,32,53.12
Goblin Machine,Zappies,32,46.88
Royal Giant,Rune Giant,32,50.0
Mega Minion,Rune Giant,32,56.25
Furnace,Lava Hound,32,53.12
Royal Recruits,Rune Giant,32,37.5
Mega Minion,Monk,32,59.38
Goblin Drill,Golem,31,61.29
Lava Hound,Magic Archer,31,51.61
Cannon Cart,Goblin Drill,31,51.61
Mortar,Night Witch,31,61.29
Phoenix,Royal Recruits,31,61.29
Golem,Rune Giant,31,41.94
Battle Healer,Earthquake,31,35.48
Heal Spirit,Poison,31,45.16
Goblin Hut,Night Witch,31,58.06
Goblins,Void,31,51.61
Electro Giant,Goblin Giant,31,16.13
Cannon,Lava Hound,30,36.67
Elixir Collector,Goblin Machine,30,43.33
Barbarian Hut,Little Prince,30,46.67
Goblins,Spirit Empress,30,56.67
Mighty Miner,Phoenix,29,48.28
Lava Hound,Wall Breakers,29,62.07
Bowler,Goblin Demolisher,29,48.28
Goblinstein,Night Witch,29,37.93
Rascals,Zappies,29,48.28
Archer Queen,Rascals,29,58.62
Battle Healer,Bowler,29,48.28
Earthquake,Flying Machine,29,31.03
Earthquake,Heal Spirit,29,20.69
Spear Goblins,Void,29,65.52
Earthquake,Suspicious Bush,29,41.38
Goblin Hut,Monk,29,51.72
Cannon Cart,Night Witch,28,64.29
Goblinstein,Void,28,46.43
Cannon Cart,Zappies,28,60.71
Goblin Machine,Skeleton Dragons,28,57.14
Hunter,Phoenix,28,50.0
Cannon Cart,Little Prince,28,60.71
Mega Minion,Spirit Empress,28,50.0
Giant,Spirit Empress,28,53.57
Heal Spirit,Zappies,28,35.71
Monk,Phoenix,27,55.56
Barbarian Hut,Golden Knight,27,55.56
Golem,Void,27,55.56
Goblin Demolisher,Lumberjack,27,37.04
Bandit,Rune Giant,27,55.56
Rascals,Spirit Empress,27,37.04
Goblinstein,Heal Spirit,27,25.93
Electro Giant,Goblin Drill,26,34.62
Goblin Giant,Mortar,26,46.15
Goblin Curse,Rune Giant,26,42.31
Earthquake,Mother Witch,26,46.15
Archer Queen,Zappies,26,26.92
Hunter,Lava Hound,26,57.69
Barbarian Hut,Battle Healer,26,23.08
Goblin Drill,Skeleton Dragons,26,50.0
Minions,Phoenix,26,50.0
Night Witch,Zappies,26,50.0
Barbarian Hut,Hunter,26,42.31
Elixir Collector,Mighty Miner,26,50.0
Phoenix,Skeleton Barrel,26,53.85
Archer Queen,Battle Healer,26,46.15
Goblin Machine,Monk,26,38.46
Mirror,Rune Giant,25,36.0
Heal Spirit,Lightning,25,24.0
Graveyard,Void,25,32.0
Clone,Goblin Drill,25,28.0
Elixir Collector,Void,25,56.0
Goblinstein,Skeleton Dragons,25,64.0
Elixir Collector,Mother Witch,25,48.0
Goblin Demolisher,Tornado,25,28.0
Spirit Empress,X-Bow,25,24.0
Rune Giant,Tornado,25,32.0
Barbarian Hut,Rune Giant,25,32.0
Goblinstein,Suspicious Bush,25,28.0
Mother Witch,Rune Giant,25,48.0
Goblin Drill,Lightning,24,45.83
Elixir Collector,Skeleton Barrel,24,25.0
Elixir Collector,Goblin Drill,24,41.67
Night Witch,X-Bow,24,58.33
Fisherman,Void,24,37.5
Goblin Demolisher,Royal Recruits,24,45.83
Elixir Collector,Flying Machine,24,45.83
Goblin Demolisher,Phoenix,24,62.5
Goblin Giant,Rascals,24,33.33
Skeleton Dragons,Suspicious Bush,24,29.17
Archer Queen,Night Witch,24,50.0
Rune Giant,Skeleton King,24,50.0
Mortar,Void,24,45.83
Barbarian Hut,Wall Breakers,23,43.48
Fisherman,Lava Hound,23,30.43
Earthquake,Goblin Machine,23,34.78
Barbarian Hut,Skeleton King,23,56.52
Barbarian Hut,Night Witch,23,65.22
Bomb Tower,Goblin Demolisher,23,30.43
Bomb Tower,Void,23,52.17
Goblin Drill,Graveyard,23,21.74
Bowler,Three Musketeers,23,39.13
Rocket,Void,23,26.09
Mighty Miner,Rune Giant,23,34.78
Elixir Collector,Fisherman,22,27.27
Electro Giant,Goblinstein,22,27.27
Ice Golem,Rune Giant,22,31.82
Cannon Cart,Freeze,22,31.82
Electro Giant,Goblin Demolisher,22,45.45
Electro Giant,Flying Machine,22,54.55
Goblin Drill,Zappies,22,45.45
Goblin Drill,X-Bow,22,22.73
Bomb Tower,Cannon Cart,22,72.73
Battle Healer,Phoenix,21,66.67
Cannon Cart,Goblin Giant,21,42.86
Battle Healer,Goblin Drill,21,61.9
Cannon Cart,Fisherman,21,52.38
Dark Prince,Lava Hound,21,47.62
Goblin Demolisher,Zappies,21,42.86
Goblin Drill,Rascals,21,42.86
Berserker,Void,21,19.05
Rune Giant,Wall Breakers,21,33.33
Ice Golem,Void,21,33.33
Barbarian Hut,Zappies,21,33.33
Golem,Monk,21,47.62
Mortar,Rune Giant,20,45.0
Barbarian Hut,Mega Minion,20,25.0
Spirit Empress,Zappies,20,50.0
Elixir Collector,Mortar,20,45.0
Three Musketeers,Tornado,20,35.0
Barbarian Hut,Goblin Curse,20,25.0
Lightning,Rune Giant,20,50.0
Heal Spirit,Rascals,20,35.0
Elixir Collector,Goblin Cage,20,20.0
Berserker,Phoenix,20,55.0
