card_1,card_2,usage_count,win_rate_percent,total_elixir_cost
Phoenix,Royal Giant,150,48.67,10.0
Boss Bandit,Void,150,56.0,9.0
Archer Queen,Elixir Golem,150,44.0,8.0
Cannon Cart,Furnace,150,54.67,9.0
Bowler,Phoenix,149,34.9,9.0
Goblin Drill,Little Prince,149,50.34,7.0
Rage,Skeleton Dragons,149,54.36,6.0
Goblinstein,Wall Breakers,149,51.01,7.0
Mother Witch,Rocket,149,45.64,10.0
Rune Giant,Zap,149,50.34,6.0
Berserker,Zappies,148,41.89,6.0
Royal Recruits,Tornado,148,51.35,10.0
Bomber,Monk,148,53.38,7.0
Earthquake,Goblin Hut,148,42.57,7.0
Suspicious Bush,Zappies,147,27.21,6.0
Fisherman,Spear Goblins,147,57.82,5.0
Baby Dragon,Phoenix,147,55.78,8.0
Electro Wizard,Flying Machine,147,58.5,8.0
Berserker,Hunter,147,45.58,6.0
Barbarian Barrel,Rune Giant,147,42.86,6.0
Freeze,Rascals,147,55.1,9.0
Dart Goblin,Three Musketeers,146,46.58,12.0
Battle Healer,Ram Rider,146,64.38,9.0
Night Witch,Spear Goblins,146,58.22,6.0
Giant Snowball,Lava Hound,145,39.31,9.0
Goblin Giant,Zappies,145,24.14,10.0
Lumberjack,X-Bow,145,53.1,10.0
Goblin Hut,X-Bow,145,31.03,10.0
Battle Healer,Clone,145,40.0,7.0
Balloon,Void,145,45.52,8.0
Dart Goblin,Lava Hound,145,33.1,10.0
Elixir Golem,Goblin Giant,145,24.14,9.0
Boss Bandit,Night Witch,145,48.97,10.0
Barbarian Hut,Battle Ram,145,40.0,10.0
Phoenix,Spear Goblins,144,30.56,6.0
Giant Skeleton,Goblin Drill,144,47.92,10.0
Furnace,Night Witch,144,52.08,8.0
Minion Horde,Spirit Empress,144,52.78,11.0
Fisherman,Phoenix,144,51.39,7.0
Rune Giant,Vines,144,54.17,7.0
Magic Archer,Zappies,144,49.31,8.0
Magic Archer,Phoenix,144,44.44,8.0
Bomber,Heal Spirit,143,36.36,3.0
Goblin Demolisher,Suspicious Bush,143,44.06,6.0
Baby Dragon,Cannon Cart,143,51.05,9.0
Earthquake,Miner,143,46.15,6.0
Berserker,Goblin Machine,143,44.76,7.0
Fisherman,Tornado,142,45.07,6.0
Giant Skeleton,Phoenix,142,48.59,10.0
Fire Spirit,Zappies,142,51.41,5.0
Goblin Demolisher,Wall Breakers,142,46.48,6.0
Goblin Curse,X-Bow,142,48.59,8.0
Barbarian Hut,Three Musketeers,141,34.75,15.0
Fisherman,Golem,141,48.23,11.0
Rascals,Royal Giant,141,46.81,11.0
Goblin Drill,Goblins,141,46.81,6.0
Giant Snowball,Goblin Machine,141,47.52,7.0
Three Musketeers,Wall Breakers,140,35.0,11.0
Clone,Ice Golem,140,40.71,5.0
Electro Giant,Hunter,140,50.0,11.0
Monk,Tombstone,139,44.6,8.0
Elixir Golem,Royal Delivery,139,33.81,6.0
Goblins,Hunter,139,52.52,6.0
Night Witch,Skeleton Dragons,139,46.04,8.0
Mighty Miner,Rascals,138,49.28,9.0
Ice Golem,Zappies,138,49.28,6.0
Fireball,Goblin Demolisher,138,50.0,8.0
Mighty Miner,Spirit Empress,138,54.35,10.0
Battle Healer,Mother Witch,138,42.75,8.0
Fisherman,Goblin Hut,138,51.45,7.0
Elixir Collector,Poison,137,65.69,10.0
Barbarian Hut,Furnace,137,40.15,10.0
Bandit,Goblin Giant,137,53.28,9.0
Ice Wizard,Zappies,136,46.32,7.0
Battle Healer,Giant,136,45.59,9.0
Archers,Lava Hound,136,45.59,10.0
Goblin Giant,Wall Breakers,136,49.26,8.0
Phoenix,Tesla,136,52.94,8.0
Skeleton Barrel,Three Musketeers,136,36.76,12.0
Electro Dragon,Rascals,136,46.32,10.0
Electro Dragon,Goblin Drill,136,55.15,9.0
Barbarian Hut,Rocket,136,43.38,12.0
Rage,Rascals,136,47.06,7.0
Archer Queen,Goblin Cage,136,54.41,9.0
Barbarian Hut,Giant Skeleton,135,34.81,12.0
Goblin Demolisher,Vines,135,51.11,7.0
Archer Queen,Spear Goblins,135,48.89,7.0
Mortar,Rascals,135,62.22,9.0
Goblin Demolisher,Golden Knight,135,52.59,8.0
Phoenix,Ram Rider,134,40.3,9.0
Battle Healer,Skeleton Barrel,134,49.25,7.0
Giant,Ice Golem,134,50.0,7.0
Berserker,Three Musketeers,134,34.33,11.0
Minions,Rascals,134,59.7,8.0
Electro Giant,Mighty Miner,134,51.49,11.0
Poison,Suspicious Bush,133,51.88,6.0
Lava Hound,Rage,133,52.63,9.0
Lava Hound,Skeletons,133,45.86,8.0
Goblin Giant,Royal Delivery,133,52.63,9.0
Goblinstein,Spear Goblins,133,58.65,7.0
Cannon Cart,Wizard,133,51.88,10.0
Goblin Cage,Suspicious Bush,133,47.37,6.0
Elixir Collector,Fire Spirit,132,26.52,7.0
Lava Hound,Mirror,132,48.48,8.0
Rocket,Suspicious Bush,132,57.58,8.0
Rascals,Royal Delivery,132,49.24,8.0
Goblinstein,Mother Witch,132,48.48,9.0
Goblin Curse,Hunter,132,56.06,6.0
Goblin Cage,Minion Horde,131,42.75,9.0
Berserker,Elixir Collector,131,38.17,8.0
Dark Prince,Monk,131,56.49,9.0
Battle Healer,Goblin Cage,131,55.73,8.0
Bandit,Goblin Machine,131,38.17,8.0
Executioner,Three Musketeers,131,45.8,14.0
Goblins,Suspicious Bush,131,41.98,4.0
Rune Giant,Sparky,130,43.08,10.0
Goblin Drill,Lumberjack,130,52.31,8.0
Goblin Cage,Monk,130,52.31,9.0
Elixir Collector,Furnace,130,50.77,10.0
Goblin Giant,Skeleton Dragons,130,58.46,10.0
Mega Minion,Zappies,130,34.62,7.0
Electro Dragon,Goblin Demolisher,130,55.38,9.0
Inferno Tower,Spirit Empress,129,46.51,11.0
Flying Machine,Furnace,129,51.16,8.0
Executioner,Lava Hound,129,43.41,12.0
Balloon,Phoenix,129,55.04,9.0
Archer Queen,Musketeer,129,56.59,9.0
Goblinstein,Minion Horde,129,50.39,10.0
Goblin Curse,Goblinstein,129,51.16,7.0
Bomb Tower,Zappies,128,46.09,8.0
Ice Golem,Mother Witch,128,54.69,6.0
Earthquake,Elite Barbarians,128,59.38,9.0
Mighty Miner,X-Bow,128,53.12,10.0
Clone,Mighty Miner,128,43.75,7.0
Cannon Cart,Vines,127,53.54,8.0
Lava Hound,Tesla,127,44.09,11.0
Royal Delivery,Void,127,48.82,6.0
Rascals,Royal Recruits,127,56.69,12.0
Graveyard,Monk,127,50.39,10.0
Graveyard,Royal Recruits,127,43.31,12.0
Archer Queen,Fisherman,127,46.46,8.0
Goblin Drill,Tornado,127,37.8,7.0
Goblinstein,Royal Hogs,126,41.27,10.0
Bowler,Clone,126,45.24,8.0
Goblin Giant,Suspicious Bush,126,19.84,8.0
Boss Bandit,Elixir Collector,124,44.35,12.0
Cannon Cart,Royal Hogs,124,49.19,10.0
Tornado,Zappies,124,45.97,7.0
Bowler,Suspicious Bush,124,55.65,7.0
Fisherman,Goblin Machine,124,35.48,8.0
Cannon Cart,P.E.K.K.A,124,56.45,12.0
Freeze,Heal Spirit,124,25.81,5.0
Ram Rider,Three Musketeers,124,41.94,14.0
Hunter,Little Prince,123,47.97,7.0
Heal Spirit,Musketeer,123,60.16,5.0
Rage,Rune Giant,123,38.21,6.0
Goblin Drill,Mirror,123,30.89,5.0
Electro Giant,Night Witch,122,53.28,11.0
Cannon,Void,122,50.0,6.0
Bowler,Mother Witch,122,53.28,9.0
Earthquake,Rage,122,40.16,5.0
Bomb Tower,Mother Witch,122,49.18,8.0
Bats,Phoenix,121,52.89,6.0
Bowler,Mortar,121,56.2,9.0
Cannon Cart,Royal Ghost,121,57.85,8.0
Fire Spirit,Rune Giant,121,32.23,5.0
Elixir Collector,Ice Golem,121,57.85,8.0
Boss Bandit,Flying Machine,121,47.93,10.0
Graveyard,Lava Hound,121,40.5,12.0
Fisherman,Night Witch,120,36.67,7.0
Skeleton Dragons,X-Bow,120,51.67,10.0
Miner,Void,120,51.67,6.0
P.E.K.K.A,Phoenix,120,57.5,11.0
Goblin Machine,Magic Archer,120,45.83,9.0
Bowler,Golem,120,49.17,13.0
Bandit,Flying Machine,119,48.74,7.0
Prince,Void,119,57.14,8.0
Graveyard,Lightning,119,36.13,11.0
Goblinstein,Mirror,119,40.34,6.0
Goblin Curse,Monk,119,56.3,7.0
Minions,Void,119,51.26,6.0
Archer Queen,Giant,119,50.42,10.0
Barbarian Hut,Goblin Giant,119,25.21,12.0
Goblinstein,Royal Giant,119,54.62,11.0
Bomb Tower,Elixir Golem,119,36.13,7.0
Furnace,Rascals,119,35.29,9.0
Battle Ram,Fisherman,119,52.1,7.0
Guards,Rune Giant,118,44.92,7.0
Battle Healer,Little Prince,118,56.78,7.0
Earthquake,Spear Goblins,118,44.92,5.0
Barbarian Barrel,Goblin Demolisher,118,48.31,6.0
Goblin Demolisher,Prince,117,61.54,9.0
Giant,Golem,117,32.48,13.0
Royal Hogs,Void,117,47.01,8.0
Elixir Collector,X-Bow,117,45.3,12.0
Goblinstein,Royal Recruits,117,52.99,12.0
Clone,Goblin Hut,116,44.83,7.0
Executioner,Rune Giant,116,53.45,9.0
Electro Spirit,Phoenix,116,50.86,5.0
Elixir Collector,Giant Skeleton,116,58.62,12.0
Rune Giant,Tesla,116,46.55,8.0
Guards,Heal Spirit,115,53.91,4.0
Spirit Empress,Suspicious Bush,115,26.96,8.0
Cannon Cart,Goblin Curse,115,48.7,7.0
Night Witch,Wall Breakers,115,52.17,6.0
Elixir Collector,Freeze,115,27.83,10.0
Bowler,Fisherman,115,49.57,8.0
Electro Giant,Fisherman,115,52.17,10.0
Royal Giant,Suspicious Bush,115,39.13,8.0
Skeleton Dragons,Void,115,44.35,7.0
Battle Healer,Three Musketeers,114,52.63,13.0
Battle Healer,Mega Minion,114,57.02,7.0
Goblin Drill,Ice Golem,114,35.09,6.0
Mortar,Zappies,114,48.25,8.0
Elixir Golem,X-Bow,114,35.09,9.0
Elixir Golem,Goblinstein,114,49.12,8.0
Executioner,Goblin Demolisher,114,49.12,9.0
Elixir Collector,Inferno Tower,114,39.47,11.0
Goblin Drill,Mortar,114,44.74,8.0
Archer Queen,Tornado,114,45.61,8.0
Bomb Tower,Suspicious Bush,113,36.28,6.0
Battle Healer,Magic Archer,113,50.44,8.0
Musketeer,Rune Giant,113,49.56,8.0
Battle Ram,Graveyard,113,47.79,9.0
Mirror,Void,112,50.89,4.0
Little Prince,Zappies,112,51.79,7.0
Clone,Giant,112,44.64,8.0
Battle Ram,Suspicious Bush,112,47.32,6.0
Mirror,Phoenix,112,54.46,5.0
Battle Healer,Goblin Hut,112,48.21,8.0
Goblin Giant,Ice Golem,112,40.18,8.0
Battle Ram,Goblin Giant,112,45.54,10.0
Archers,Void,112,48.21,6.0
Battle Healer,Golden Knight,111,43.24,8.0
Balloon,Elixir Collector,111,55.86,11.0
Goblin Curse,Zappies,111,43.24,6.0
Boss Bandit,Goblin Drill,111,48.65,10.0
Balloon,Goblin Machine,111,52.25,10.0
Battle Ram,Goblin Machine,111,50.45,9.0
Goblin Cage,X-Bow,110,48.18,10.0
Spear Goblins,Zappies,110,45.45,6.0
Berserker,Monk,110,49.09,7.0
Elixir Collector,Royal Recruits,110,43.64,13.0
Bomber,Rascals,110,48.18,7.0
Monk,Poison,110,50.0,9.0
Elixir Collector,Musketeer,109,49.54,10.0
Freeze,Suspicious Bush,109,41.28,6.0
Heal Spirit,Royal Delivery,109,27.52,4.0
Goblin Cage,Goblin Machine,109,32.11,9.0
Hunter,Three Musketeers,109,48.62,13.0
Boss Bandit,X-Bow,109,42.2,12.0
Electro Spirit,Rune Giant,109,45.87,5.0
Goblin Machine,Mother Witch,108,39.81,9.0
Goblinstein,Royal Delivery,108,51.85,8.0
Battle Ram,Goblinstein,108,52.78,9.0
Poison,Three Musketeers,108,57.41,13.0
Electro Giant,Goblins,108,50.0,9.0
Goblin Machine,Ice Wizard,108,38.89,8.0
Monk,Mother Witch,108,40.74,9.0
Goblin Giant,Rocket,108,42.59,12.0
Battle Healer,Bomb Tower,108,45.37,8.0
Lightning,Spirit Empress,107,53.27,12.0
Goblin Hut,Spirit Empress,107,53.27,10.0
Mega Minion,Mirror,107,53.27,4.0
Monk,Mortar,107,53.27,9.0
Goblin Demolisher,Guards,107,45.79,7.0
Boss Bandit,Goblin Giant,107,42.06,12.0
Goblin Demolisher,Ice Wizard,106,49.06,7.0
Electro Wizard,Three Musketeers,106,48.11,13.0
Royal Delivery,Zappies,106,41.51,7.0
Cannon Cart,Royal Recruits,106,62.26,12.0
Electro Spirit,Rascals,106,48.11,6.0
Giant Snowball,Three Musketeers,106,38.68,11.0
Magic Archer,Rascals,105,54.29,9.0
Lumberjack,Void,105,49.52,7.0
Archer Queen,Mortar,105,51.43,9.0
Monk,Spear Goblins,105,48.57,7.0
Archer Queen,Goblin Curse,105,53.33,7.0
Electro Giant,Spear Goblins,105,51.43,9.0
Goblin Drill,Hunter,105,54.29,8.0
Little Prince,Night Witch,105,40.0,7.0
Archer Queen,Mega Minion,105,53.33,8.0
Battle Healer,Ice Wizard,105,42.86,7.0
Hunter,Rascals,105,52.38,9.0
Goblin Machine,Musketeer,105,58.1,9.0
Cannon Cart,Tombstone,104,50.96,8.0
Goblin Drill,Mother Witch,104,47.12,8.0
Elixir Collector,Royal Giant,104,33.65,12.0
Giant Skeleton,Rascals,104,45.19,11.0
Heal Spirit,Minions,104,54.81,4.0
Musketeer,Phoenix,104,50.0,8.0
Goblin Machine,Minion Horde,104,46.15,10.0
Flying Machine,Ice Golem,104,51.92,6.0
Inferno Tower,Night Witch,103,44.66,9.0
Earthquake,Mortar,103,46.6,7.0
Goblins,Three Musketeers,103,50.49,11.0
Battle Ram,Rune Giant,103,40.78,8.0
Bowler,Rocket,102,47.06,11.0
Elite Barbarians,Goblin Machine,102,47.06,11.0
Clone,Void,102,49.02,6.0
Rune Giant,Skeletons,102,50.98,5.0
Royal Delivery,Spirit Empress,102,42.16,9.0
Bowler,Goblins,102,53.92,7.0
Goblin Machine,Royal Recruits,102,35.29,12.0
Berserker,Rascals,102,50.98,7.0
Battle Healer,Miner,102,55.88,7.0
Balloon,Heal Spirit,101,49.5,6.0
Goblin Curse,Void,101,45.54,5.0
Electro Wizard,Rune Giant,101,48.51,8.0
Boss Bandit,Earthquake,101,45.54,9.0
Balloon,Barbarian Hut,101,43.56,11.0
Elixir Collector,Guards,101,49.5,9.0
Magic Archer,Void,101,57.43,7.0
Barbarians,Goblin Demolisher,100,51.0,9.0
Elixir Golem,Giant,100,43.0,8.0
Electro Spirit,Goblin Machine,100,55.0,6.0
Clone,Goblin Cage,100,47.0,7.0
Goblin Giant,Little Prince,100,60.0,9.0
Bowler,Zappies,100,50.0,9.0
Battle Healer,Rocket,100,44.0,10.0
Goblin Machine,Miner,99,40.4,8.0
Royal Delivery,Three Musketeers,99,28.28,12.0
Goblin Demolisher,Sparky,99,55.56,10.0
Electro Giant,X-Bow,99,20.2,13.0
Mega Minion,Suspicious Bush,99,29.29,5.0
Archers,Goblin Demolisher,99,61.62,7.0
Inferno Tower,Rune Giant,99,47.47,9.0
Fire Spirit,Fisherman,98,47.96,4.0
Goblin Gang,Heal Spirit,98,57.14,4.0
Electro Giant,Elixir Collector,98,52.04,13.0
Earthquake,Tombstone,98,41.84,6.0
Barbarian Hut,Mirror,98,45.92,7.0
Electro Giant,Suspicious Bush,98,43.88,9.0
Golem,Suspicious Bush,98,47.96,10.0
Fire Spirit,Goblin Giant,97,45.36,7.0
Goblin Cage,Goblin Drill,97,39.18,8.0
Ice Spirit,Rune Giant,97,42.27,5.0
Earthquake,Electro Dragon,97,48.45,8.0
Barbarian Hut,Skeleton Dragons,97,52.58,10.0
Cannon,Cannon Cart,96,54.17,8.0
Electro Spirit,Lava Hound,96,58.33,8.0
Barbarian Hut,Zap,96,42.71,8.0
Rocket,Zappies,96,52.08,10.0
Battle Healer,Hunter,96,38.54,8.0
Freeze,Goblinstein,96,55.21,9.0
Fire Spirit,Lava Hound,96,33.33,8.0
Battle Ram,Void,96,56.25,7.0
Bandit,Battle Healer,96,59.38,7.0
Earthquake,Poison,96,42.71,7.0
Bomber,Cannon Cart,96,54.17,7.0
Giant,Mother Witch,95,52.63,9.0
Goblin Machine,Mirror,95,42.11,6.0
Goblin Drill,Sparky,95,47.37,10.0
Dark Prince,Goblin Demolisher,95,57.89,8.0
Dark Prince,Goblin Machine,95,46.32,9.0
Heal Spirit,Spirit Empress,95,17.89,7.0
Heal Spirit,Skeleton King,95,54.74,5.0
Bowler,Monk,94,53.19,10.0
Bomb Tower,Goblin Curse,94,53.19,6.0
Goblin Barrel,Lava Hound,94,52.13,10.0
Ice Golem,Spirit Empress,94,41.49,8.0
Rune Giant,Zappies,94,36.17,8.0
Bomb Tower,Electro Giant,94,40.43,11.0
Goblin Demolisher,Zap,94,53.19,6.0
Little Prince,Suspicious Bush,94,55.32,5.0
Battle Ram,Goblin Drill,93,41.94,8.0
Fisherman,Mortar,93,35.48,7.0
Royal Giant,X-Bow,93,25.81,12.0
Giant,Ram Rider,93,49.46,10.0
Firecracker,Rune Giant,93,54.84,7.0
Flying Machine,Magic Archer,93,40.86,8.0
Bowler,Goblin Drill,93,36.56,9.0
Bomb Tower,Phoenix,93,40.86,8.0
Barbarians,Earthquake,93,36.56,8.0
Flying Machine,Three Musketeers,93,27.96,13.0
Battle Healer,Boss Bandit,92,48.91,10.0
Goblin Hut,Three Musketeers,92,42.39,13.0
Phoenix,Three Musketeers,92,40.22,13.0
Miner,Three Musketeers,92,51.09,12.0
Electro Giant,Goblin Curse,92,45.65,9.0
Cannon Cart,Poison,92,39.13,9.0
Elixir Collector,Hunter,92,53.26,10.0
Cannon Cart,Executioner,92,47.83,10.0
Heal Spirit,Ice Golem,92,36.96,3.0
Bomb Tower,Goblin Drill,91,50.55,8.0
Balloon,Rune Giant,91,57.14,9.0
Goblins,Zappies,91,52.75,6.0
Flying Machine,Hunter,91,30.77,8.0
Giant Skeleton,Goblin Machine,91,43.96,11.0
Fire Spirit,Mother Witch,90,43.33,5.0
Bowler,Goblin Cage,90,43.33,9.0
Clone,Mega Minion,90,44.44,6.0
Battle Healer,Electro Giant,90,47.78,11.0
Bomb Tower,Bowler,90,57.78,9.0
Goblin Drill,Tombstone,90,46.67,7.0
Cannon Cart,Royal Delivery,90,46.67,8.0
Cannon Cart,Musketeer,90,52.22,9.0
Rascals,Suspicious Bush,90,57.78,7.0
Fisherman,Giant,89,46.07,8.0
Clone,Monk,89,43.82,8.0
Little Prince,Void,89,55.06,6.0
Mother Witch,Phoenix,89,40.45,8.0
Goblin Machine,Skeleton Barrel,89,44.94,8.0
Mighty Miner,Zappies,89,51.69,8.0
Berserker,Cannon Cart,89,46.07,7.0
Monk,Rocket,89,47.19,11.0
Heal Spirit,Ice Wizard,88,45.45,4.0
Archer Queen,Mother Witch,88,45.45,9.0
Bomb Tower,Three Musketeers,88,45.45,13.0
Cannon Cart,Inferno Dragon,87,52.87,9.0
Archer Queen,Goblin Drill,87,42.53,9.0
Fire Spirit,Monk,87,55.17,6.0
Elixir Collector,Goblins,87,45.98,8.0
Goblin Machine,Lava Hound,87,29.89,12.0
Barbarian Hut,Vines,87,51.72,9.0
Three Musketeers,Tombstone,87,48.28,12.0
Battle Ram,Night Witch,86,52.33,8.0
Electro Spirit,Goblin Demolisher,86,50.0,5.0
Tesla,Three Musketeers,86,56.98,13.0
Battle Healer,Goblin Giant,86,32.56,10.0
Cannon Cart,Tornado,86,50.0,8.0
Minion Horde,Void,85,36.47,8.0
Elixir Collector,Giant Snowball,85,36.47,8.0
Flying Machine,Minion Horde,85,44.71,9.0
Barbarian Hut,Knight,85,54.12,9.0
Battle Ram,Rascals,85,41.18,9.0
Fisherman,Rocket,85,45.88,9.0
Goblin Cage,Heal Spirit,85,57.65,5.0
Archer Queen,Clone,85,49.41,8.0
Goblin Demolisher,Minion Horde,85,49.41,9.0
Goblin Giant,Mighty Miner,85,49.41,10.0
Bowler,Goblin Machine,85,35.29,10.0
Battle Healer,Wall Breakers,84,52.38,6.0
Goblin Machine,Royal Delivery,84,51.19,8.0
Electro Dragon,Three Musketeers,84,45.24,14.0
Elite Barbarians,Void,83,53.01,9.0
Minion Horde,Monk,83,48.19,10.0
Flying Machine,Goblin Giant,83,51.81,10.0
Little Prince,Skeleton Dragons,83,51.81,7.0
Mega Minion,Royal Delivery,83,44.58,6.0
Goblin Drill,Minion Horde,83,39.76,9.0
Goblin Drill,Goblin Giant,83,27.71,10.0
Golem,Heal Spirit,82,47.56,9.0
Giant Skeleton,Spirit Empress,82,58.54,12.0
Barbarian Hut,Miner,82,42.68,9.0
Giant Skeleton,Heal Spirit,82,54.88,7.0
Heal Spirit,Spear Goblins,82,24.39,3.0
Barbarian Hut,Golem,82,36.59,14.0
Elixir Collector,Magic Archer,82,48.78,10.0
Goblin Machine,Rune Giant,82,25.61,9.0
Phoenix,Wall Breakers,81,51.85,6.0
Battle Ram,Electro Giant,81,53.09,11.0
Heal Spirit,Royal Giant,81,46.91,7.0
Giant Skeleton,Goblinstein,81,51.85,11.0
Mega Minion,Mighty Miner,81,54.32,7.0
Musketeer,Spirit Empress,81,54.32,10.0
Furnace,Void,81,37.04,7.0
Cannon Cart,Rage,81,61.73,7.0
Monk,Royal Recruits,81,49.38,12.0
Giant,Royal Delivery,81,50.62,8.0
Goblin Machine,Inferno Tower,80,46.25,10.0
Goblin Machine,Little Prince,80,60.0,8.0
Goblin Demolisher,Goblinstein,80,62.5,9.0
Goblin Giant,Ram Rider,80,45.0,11.0
Goblin Drill,Miner,80,33.75,7.0
Goblin Drill,Goblin Machine,80,28.75,9.0
Mortar,Suspicious Bush,80,51.25,6.0
Archer Queen,Goblins,80,52.5,7.0
Archer Queen,Bomb Tower,79,50.63,9.0
Fire Spirit,Night Witch,79,48.1,5.0
Lava Hound,Skeleton Barrel,79,39.24,10.0
Freeze,Goblin Drill,79,36.71,8.0
Electro Giant,Spirit Empress,79,49.37,13.0
Berserker,Fisherman,79,43.04,5.0
Miner,Monk,79,50.63,8.0
Clone,Goblinstein,79,41.77,8.0
Goblin Demolisher,Royal Hogs,79,45.57,9.0
Goblin Demolisher,Goblin Machine,79,29.11,9.0
Earthquake,Goblin Cage,79,55.7,7.0
Flying Machine,Graveyard,79,29.11,9.0
Barbarian Hut,Minions,78,25.64,9.0
Elixir Golem,Ice Golem,78,41.03,5.0
Elixir Collector,Tombstone,78,34.62,9.0
Flying Machine,Ice Wizard,78,42.31,7.0
Elixir Collector,Graveyard,78,43.59,11.0
Cannon Cart,Elite Barbarians,78,50.0,11.0
Battle Healer,X-Bow,78,56.41,10.0
Battle Healer,Mortar,78,51.28,8.0
Cannon Cart,Mirror,78,57.69,6.0
Minion Horde,Rune Giant,78,30.77,9.0
Bomber,Rune Giant,78,51.28,6.0
Goblin Machine,Suspicious Bush,78,38.46,7.0
Earthquake,Monk,77,51.95,8.0
Fisherman,X-Bow,77,50.65,9.0
Royal Giant,Void,77,40.26,9.0
Cannon Cart,Wall Breakers,77,53.25,7.0
Goblin Machine,Spear Goblins,77,49.35,7.0
Inferno Tower,Phoenix,77,58.44,9.0
Bandit,Phoenix,77,40.26,7.0
Berserker,Flying Machine,77,51.95,6.0
Mortar,X-Bow,76,21.05,10.0
Berserker,Electro Giant,76,50.0,9.0
Elixir Golem,Phoenix,76,46.05,7.0
Heal Spirit,Miner,76,44.74,4.0
Bowler,X-Bow,76,55.26,11.0
Royal Delivery,Skeleton Dragons,76,56.58,7.0
Tombstone,Void,76,47.37,6.0
Fisherman,Skeleton Dragons,76,47.37,7.0
Freeze,Rune Giant,75,45.33,8.0
Giant Snowball,Void,75,44.0,5.0
Earthquake,Sparky,75,52.0,9.0
Bomb Tower,Clone,75,46.67,7.0
Barbarian Barrel,Void,75,50.67,5.0
Elixir Collector,Wall Breakers,75,41.33,8.0
Giant,Mighty Miner,75,46.67,9.0
Rune Giant,Three Musketeers,75,28.0,13.0
Barbarians,Cannon Cart,75,52.0,10.0
Ram Rider,Rune Giant,75,38.67,9.0
Goblin Cage,Rascals,75,52.0,9.0
Goblin Machine,Royal Giant,75,46.67,11.0
Ice Spirit,Lava Hound,74,37.84,8.0
Goblin Gang,Phoenix,74,55.41,7.0
Goblin Machine,Tombstone,74,55.41,8.0
Earthquake,Golem,74,55.41,11.0
Barbarian Hut,Princess,74,52.7,9.0
Fisherman,Ice Golem,74,43.24,5.0
Barbarian Hut,Guards,74,52.7,9.0
Flying Machine,Rage,74,48.65,6.0
Balloon,Goblin Demolisher,74,51.35,9.0
Clone,X-Bow,74,35.14,9.0
Goblin Hut,Heal Spirit,74,21.62,5.0
Phoenix,Royal Hogs,73,56.16,9.0
Lumberjack,Three Musketeers,73,50.68,13.0
Cannon Cart,Ram Rider,73,57.53,10.0
Battle Healer,Mighty Miner,73,56.16,8.0
Flying Machine,Night Witch,73,56.16,8.0
Barbarian Hut,The Log,73,39.73,8.0
Heal Spirit,Inferno Tower,73,56.16,6.0
Barbarian Hut,Lumberjack,73,63.01,10.0
Goblin Giant,Night Witch,73,56.16,10.0
Goblin Machine,Lightning,73,41.1,11.0
Goblin Curse,Rascals,73,54.79,7.0
Cannon Cart,Flying Machine,73,57.53,9.0
Night Witch,Royal Hogs,73,53.42,9.0
Bowler,Rascals,72,48.61,10.0
Goblin Machine,Goblins,72,29.17,7.0
Elixir Collector,Rocket,72,44.44,12.0
Vines,Void,72,36.11,6.0
Archers,Barbarian Hut,72,54.17,9.0
Earthquake,Fisherman,72,54.17,6.0
Lava Hound,Void,72,40.28,10.0
Inferno Tower,Void,72,51.39,8.0
Bowler,Flying Machine,72,47.22,9.0
Goblin Cage,Spirit Empress,72,61.11,10.0
Ice Golem,Rascals,72,40.28,7.0
Clone,Fisherman,72,40.28,6.0
Flying Machine,Tornado,72,50.0,7.0
Clone,Electro Giant,72,40.28,10.0
Little Prince,Rascals,72,69.44,8.0
Barbarian Hut,Freeze,71,42.25,10.0
Elite Barbarians,Goblin Demolisher,71,45.07,10.0
Flying Machine,Mighty Miner,71,47.89,8.0
Golem,Mortar,71,45.07,12.0
Battle Healer,Goblins,71,47.89,6.0
Inferno Tower,Lava Hound,71,47.89,12.0
Earthquake,Tornado,71,36.62,6.0
Skeleton Barrel,Void,70,48.57,6.0
Berserker,Earthquake,70,40.0,5.0
Ice Wizard,Rune Giant,70,45.71,7.0
Phoenix,Rocket,70,48.57,10.0
Minions,Rune Giant,70,47.14,7.0
Elixir Golem,Goblin Drill,70,54.29,7.0
Cannon Cart,Minion Horde,70,52.86,10.0
Lava Hound,Ram Rider,70,40.0,12.0
Night Witch,Void,70,48.57,7.0
Graveyard,Mortar,69,43.48,9.0
Goblin Curse,Three Musketeers,69,40.58,11.0
Lava Hound,Suspicious Bush,69,17.39,9.0
Bowler,Goblin Giant,69,49.28,11.0
Elixir Collector,Goblin Curse,69,43.48,8.0
Archer Queen,Flying Machine,69,47.83,9.0
Elixir Golem,Rune Giant,69,28.99,7.0
Cannon Cart,Magic Archer,69,52.17,9.0
Barbarian Hut,Firecracker,69,47.83,9.0
Bandit,Lava Hound,69,53.62,10.0
Dark Prince,Void,69,43.48,7.0
Goblinstein,Rocket,69,56.52,11.0
Void,Wall Breakers,69,46.38,5.0
Mother Witch,Void,69,43.48,7.0
Earthquake,Royal Recruits,68,45.59,10.0
Battle Healer,Rune Giant,68,54.41,8.0
Lava Hound,Prince,68,52.94,12.0
Goblin Giant,Rune Giant,67,17.91,10.0
Lumberjack,Rune Giant,67,44.78,8.0
Earthquake,Electro Giant,67,55.22,10.0
Battle Healer,Goblin Machine,67,41.79,9.0
